,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
4941,VsO_rhXi5lgbaGxNwoEZsQ,3,2008-05-27,3,TPuB28F6vMZes3Bux_Mg8g,1,"I hate Fate!  

My fate at Fate has always been to have a mediocre meal that takes too long.  Don't even bother with a group as it only makes the servers even more surly than normal and the food even slower to arrive.

The last time I was there, I was with a group (bad idea, per my comment above).  Several folks asked that their food be prepared mild.  When the food came, every dish on the table was nuclear hot.  I can handle hot food, but this was on par with Los Dos Molinos.  When we mentioned this to our server, she told us that it all has to do with the peppers they have on hand at any given time.  She patiently explained that the heat levels of the peppers vary (Duh!), but the chef always uses the same amount of pepper and never tastes the food.  Therefore, the heat level varies wildly and there is no consistency.  Frankly, any chef who doesn't taste their food needs to get out of the kitchen and into another line of work.

The concept of the menu with the various preparations and the choice of proteins is great.  Sadly, Fate falls apart in its execution.

It's a lot less flashy, but you get a consistent meal at China Chili where they also know how to regulate the heat in their food.  Apparently their chefs actually taste their dishes.",review,3,QrOSr8bzAjpIgyNftDLUBg
4942,VsO_rhXi5lgbaGxNwoEZsQ,0,2008-06-04,0,Hz7RZd6rp9lW3Su-Ylp9lw,1,"First of all, Johnny Chu should be ashamed to call himself a chef. He is barely a line cook. As stated in previous reviews, he doesn't even taste his own food (which accounts for the wide margin of variety a single dish may have on two different visits).

So, I made reservations, thinking I may be able to sit at the bar because I arrived 10 minutes early. Wrong. I was ordered to wait outside. Nearly 45 minutes later, and a drink at the bar next door, I inquired about my table. The girl didn't even look up at me to acknowledge I had said anything. After a minute or so of staring at her while she continued to ignore me, she finally said my table was ready. Hmm.

The food is horrible. I fear those of you who enjoy it, rather enjoy the ""atmosphere"" and come here to be seen. The food is either completely bland (e.g., my curry, which tasted of water with a slight hint of something I couldn't even recognize) or so hot as to mask any possible flavor. By calling themselves ""authentic Asian"" cuisine is just silly. There are so many hole-in-the-wall Asian restaurants that could cook Chu under the table blindfolded.

So, the rude, nonexistent service, the insanely overpriced food, and to be seen is what you're paying for. If you enjoy being treated like shit and fed food that I wouldn't feed in a troth for pigs--you may enjoy this place and good for you!",review,3,jnMII2mt0V6AM4_oMECyIQ
4943,VsO_rhXi5lgbaGxNwoEZsQ,2,2008-06-15,1,8znG7jU6Lqb5Tkqjfv4v0g,1,"Fate has great food, but lacks on every other level. I live three blocks away so its upsetting to see a place with so much potential fail.",review,5,kgyv3ctYEZ0ACslpoakunw
4963,VsO_rhXi5lgbaGxNwoEZsQ,0,2008-12-05,0,rugqluCMXCX7IpjMt6L69Q,1,"hey fate.  you were better when you were that hole in the wall on university called lucky dragon.


boo.

nastiest food ever.",review,1,j7jWgchz89-Sp-0MlEtBZA
4971,VsO_rhXi5lgbaGxNwoEZsQ,0,2009-02-20,0,hZg-lc40mZgyBelZEjVw6Q,1,"I've eaten here many times in the past few years, and the food was always fabulous.  Not so this last time.  The food was AWFUL.  I assumed that Johnny Chu was still the chef, so I emailed him to ask him what was up with the food, only to find out that he is no longer there, which may explain the awful food.  After having eaten here seven or more times, I won't be back.",review,0,R9O--tz_X5NjZB0UHrRwpg
4973,VsO_rhXi5lgbaGxNwoEZsQ,0,2009-04-02,0,e5yBMo3znROS_vj4dcnzFw,1,"I went to the newly renamed 9/05 with a group under the recommendation that they did their tofu dishes really well and catered towards vegetarian foods.

I guess the tofu itself was decent; thick, firm and textured, but the curry (which had been vaunted as one of the best dishes) fell completely flat. Where was the spice? Where was the flavor?? Why are these sad little vegetables so overcooked? To add insult to injury, everyone else at the table who had ordered the Pad Thai and Bangkok Dynamite dishes sniffling and complaining about the spiciness of their food. ""I'm Mexican"" whispered one lady ""I LOVE spice, but this is too much with the chili flakes"". At the end of the meal there was plenty of leftover food which everyone declined to take home. 

The entrées started at 10$ and so did the drinks, I was priced out of ordering one of their 15$ ""martinis"" and stuck with a four dollar beer. The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.

Someone mentioned that ownership changed hands with the name changing, maybe the good cooks left as well?",review,1,wFTLGCTeeaOSmw9RB7c58A
4974,VsO_rhXi5lgbaGxNwoEZsQ,1,2009-04-27,0,zsWcJTuoJjuGauGOofMwYQ,1,"My love affair with Fate ended when Johnny left. 

The service, quality and atmosphere took a total nose dive.

Go to Sens instead.",review,1,MWt24-6bfv_OHLKhwMQ0Tw
4975,VsO_rhXi5lgbaGxNwoEZsQ,0,2009-05-01,0,ADzxDN3riDWzjpXeSU19wQ,1,"All I can say about Fate is 'yuck' 

That's it.",review,1,HFIuj45MwNx-cJkTamazSQ
4977,VsO_rhXi5lgbaGxNwoEZsQ,0,2009-07-06,1,Ab8XPrgAGOVMRq_EL9SOYw,1,"This used to be on my very short list of ""favorite"" restaurants. Everything was perfect - except the Pad Thai (I am a traditionalist when it comes to Pad Thai and it's not realy Pad Thai at fate, the noodles and the sauce are wholly different).  

The crab puffs were amazing, the ambiance was clever and appropriately aloof/warm.  I even enjoyed the loud music next door, the bar was comfortable - and the scene was young and nutty.,  Loved it.  

I am sad to see this place die out. I have NOT visited FATE since SENS opened up - I was hoping SENS and FATE would do some joint marketing and certainly there was enough interest for them to work as a team - but alas, FATE moved on without Jonny and that was a huge mistake.

See my review of SENS.  That place just keeps getting better and better.  I am addicted.  We go very often and enjoy everything about the people and the food.",review,1,x4eIi_YiwKj1pzcspeLt-Q
4979,VsO_rhXi5lgbaGxNwoEZsQ,0,2009-07-26,0,gUWlrTwBlEn1tZYw9X7hRQ,1,"I really want to like this place. Their food is delicious - the crab puffs are addicting and melt in your mouth.

Unfortunately the service is terrible. It takes forever to get a drink at the bar on weekend nights, which is the only time to go since it is dead during the week. On First Fridays they don't take reservations past a certain time and then you have to put your name on a list. Each time I've put my name on this list they have crossed it off without trying to locate me, as I sit waiting for my party's name to be called right in front of the door. I then have to argue with the hostess to get back on the list to wait again.",review,2,PM7ZNU33Hq4cNziz8MURvA
4994,Y293fHh5SZ0_9BZm4M6BCg,0,2009-03-11,0,aDI3McrXVNMryqmtWVbLDQ,1,"I wont be back here again,  Ever.    Can one give less that 1 star? 

It is a bummer as I used to frequent this place as it is conveniently located for me.  Pamela the bartender is a sweetheart and works hard to recognize people by name.   Personalized service like hers helped me to overlook issues like the significant cleanliness challenges that are easy to spot if you look around.   If you think I am joking go into the bar and look up a the light fixtures.   That fuzzy stuff is probably 10+ years of dust.  Carpets are dingy and smells like old beer.  This place rocks as a nightclub on weekends I dont think that cleanliness is the priority......anyhow....I spent a lot of money there over the years, mainly for lunch or after work cocktails with friends.  Never more..... not because of the issues outlined above, but it is beacuse how I was treated when visiting the establishment not long ago.   Pamela was not working that day (sadly) and the male bartender decided that he was more interested in lecturing me on his beliefs than he was in serving my drinks and taking my money.  He had an issue, and apparently I was the target and cause of his rantings.   He was sad about the lack of customers and decided it was my fault as I mentioned I worked downtown.   His rants about downtown businesses was unorthodox and uncalled for.   I drank my beer and hurried out reminding myself never to set foot in the place again.  No wonder they are lacking for customers.    There are more and more restaurants downtown.  Time to step it up or get out of the way Matador!",review,1,PMCp0FxxxC3PLi4BBgKf2g
5000,Y293fHh5SZ0_9BZm4M6BCg,0,2009-11-25,0,AkMJEOQr2WROvcW0QI4wsg,1,"This place would be out of business if it were not located next to 3 hotels and the convention center. It is not completely horrible, but I would recommend walking a few blocks up to Arizona Center complex where they have 3 or 4 different choices. If you are staying at the hotels and need some quick take out, sure this place will work (across the street). But if you are on vacation and planning a sit down dinner, don't waste one of your few vaca nights here.",review,0,QzBwdhtjO-8trteJdwaJzw
5013,Y293fHh5SZ0_9BZm4M6BCg,0,2010-12-31,0,4wIvHZ2EVL3Q98FpqlHOyA,1,"Service was slow. Waiter knew little about what they served. They didn't even offer sangria. My meat on my enchilada wad tough and flavorless. It's hard to do Mexican this bad, but they pulled it off.",review,0,x_jctQMurasS5-4WdZcCVw
5016,Y293fHh5SZ0_9BZm4M6BCg,0,2011-04-22,0,JNjqs2Cf9B5uhUKLASZ3Bg,1,"I am from Chicago where authentic Mexican restaurants are abundant. I would not consider what I ate yesterday at Matador Mexican food. 

The waiter brought chips & salsa to the table. The salsa was a spicy red sauce that I would pour over pasta....I'm dead serious! The fish taco entree arrived quickly. There was a ton of fish which was nice, but it came with a side of shredded ""cheddar"" cheese, shredded cabbage and chopped tomato. The rice & beans that came with were no better. I think the rice was Rice-O-Roni and the beans had a think layer of burnt ""cheddar'"" cheese on top. WTF am I suppose to do with that?

This was my first meal in AZ. It has to get better than that.",review,0,fIvDzLhs-cXbTKWp8P3eIA
5028,Y293fHh5SZ0_9BZm4M6BCg,0,2012-01-01,0,zmuTYs0KXivbo9OhaHGChg,1,"Service was not good, they forgot about us after our dinner was served. Chips tasted stale.",review,0,uET8BynASJOcUVMZuHQqOQ
5053,IceZ4BtTz76eppjNWm-c6A,1,2009-04-07,1,QY636r25uHyKzoGmVZ_hdg,1,"We were here for the last 1st Friday and this place was a Disaster (again with the capital D thing).  It was so bad, that I canceled my wine order and got a Schlitz from the hot dog guy.  We waited for 2 hours (not exaggerating) for SANDWICHES.  The sandwiches were good, but I'm telling you, if it could've gone wrong for them, it did.  I'm not sure if that is the ""charm"" of this place or if our server was a complete train wreck.  
Also, apparently we aren't good enough for 1st Fridays or the crowd it attracts.  Maybe we're not artsy enough or trendy enough or hippy enough for the crowd here.  Although, you artsy, trendy hipsters don't live in the neighborhood, you drove you Subaru's and your old jalopies here, we walked here, we're from the 'hood'.  See the difference.  You came to our hood.  OK, enough ranting about snobbery going on.  I've spent way too much of my time on this review, which I wasn't going to post until it came up in conversation the other day.",review,3,BkmIUgwHg_5TCkJbdMEiJQ
5079,IceZ4BtTz76eppjNWm-c6A,0,2010-12-19,0,OEBsmWfadMvDmPvSE1zPiQ,1,"I went to the Paisley Violin sometime last week. Walking in we were greeted by terrible music. I mean there are tons of great Jazz musicians in AZ and some how they have found the worst. The server was an older gentleman who was nice. We ordered the sampler app that they have to start 2 min later the server tells us that they are out of pita bread. For entrees I ordered the Lamb which comes on a pita but i opted to get it on a croissant which he suggested they had. 2 min later he says they are out of that to. My friend ordered the Lox 2 min later he says they are out of that as well. So she takes his suggestion in ordering a cuban sandwich which you wont belive 2 min later he comes out and says they dont have all the ingredients for that either. This happened about two more times until we ordered what had seemed to be the only 2 things on the menu. Its called an 86 board, servers write down what you don't have or in your case what u do have, which is less. The server must have been embarrassed I would have been. Once we got our food, it was mediocre at best, cold and not fresh looking. I will never go here again, which is disappointing such a great space and no potential when it comes to the food.",review,2,Wp0fK5noASGF1-6PnKVMLA
5086,IceZ4BtTz76eppjNWm-c6A,0,2011-09-03,0,sGHx27MjhV3FY0D02X8l1Q,1,"The BF and I met up with a friend for dinner on a Friday night around 7 PM.  It was when First Fridays were going on, so it was busy when we arrived (but not too crowded).  The ambiance makes the place feel like a local dive bar, which we didn't mind.  It seems like the kind of place that you can drop into for a cocktail on a nice Saturday afternoon.  But...

The menu looks like it was written by a kid in the first grade.  Some people would find that charming, but we found it a bit trying.  Also, it was written on one piece of white paper.  There were NO descriptions of any of the food.  So we had to ask the wait staff about the items we were interested in, which would have been fine, but...

The wait staff.  Hmph. A bit slow.  And totally unknowledgable.  They didn't know what was in the items.  We asked, and then items showed up with things on it that we were not expecting (and didn't like).

The food was NOT GOOD.  I ordered the shawarma.  It was TERRIBLE.  No flavor at all.  The chicken was boiled and had no seasoning.  The tahini sauce had no flavor at all.  I asked for some taztiki sauce to see if it would help.  It did not.  It was the WORST shawarma I have ever had.  However, the potato salad was tasty.

The BF had the lamb gyro which he said was nothing special (very average).  And my friend ordered the italian sandwich, which he liked.  For the price of the food, everything should have tasted better.

Drinks were expensive.  A rum and coke in a place that looks and feels like a dive bar was $7.  SERIOUSLY?  Wow.  Unless you go during happy hour, the prices don't seem worth it.  They did have a good beer selection, and all of those (besides the super cheap ones) were $5 each.  That seemed reasonable.

Finally, the music.  Ugh.  They had this guy with a guitar get up and sing/play.  He was terrible.  And it was SO LOUD we could barely hear each other.  Plus the table behind of us of older hippies were doing shots and whistling at the end of each song.  Getting rowdier and rowdier.  Great for them that they were having a good time.  Sadly, it just wore us out.

I doubt I will return to this place.  And if I do, it will be for one drink, during happy hour, on a day when I can sit outside.",review,0,Z24kr7bMK7uvOhoOgDvzOA
5087,IceZ4BtTz76eppjNWm-c6A,0,2011-12-27,2,zcQABbSRlonJfsPCpTwIxw,1,"Paisley moved locations (by about 100 yards), and on the new location was a mural beloved by the neighborhood and painted by an internationally-renowned Phoenician artist called El Mac who creates amazing and sometimes massive murals all over the world.

They painted over it.",review,3,eBwBjylS66qPcHs2_ajLag
5089,QsvRjgQacMMFf8dit7qqDw,0,2012-02-19,1,KrgQMI6ovFuY-_Z1sPzMFA,1,"I grew up eating in little hole in the wall chinese restaurants and I really wanted to like New Garden.  I had driven past the place many times and thought it was abandoned but after looking on Google and seeing some good reviews on Yelp I decided to give the place a try.

The interior matches the exterior,  There were food stains on the wall next to the both I was eating in.  The server laid out our place setting by handling the eating surface of every utensil she put down.  One of the bowls they brought us was dirty too.  

The server never came around to see if we needed anything else but she did decide to drop off more napkins right as we were finishing our meal.  The food isn't bad the prices don't match the service and the questionable cleanliness will make it enough for me to never come back.",review,1,BKP-vxzZEk6NIyb3a36PCg
5090,QsvRjgQacMMFf8dit7qqDw,0,2012-05-21,0,M1t5GWbglRHG81JrXtcqsA,1,"This is the worst Chinese restaurant I have ever been to.  Here is a list of problems:

1.  Too expensive for a hole in the wall.  I ordered two entrees, fried rice, egg rolls and two beverages.  The bill was $32.30
2.  The egg roll was not an egg roll, it looked like a giant size deep fried hot pocket.  
3.  I asked the waitress if we could return the egg roll because it was not what I was expecting. I didn't even have a single bite.   She told me it was already served to me so she wouldn't remove it from the bill.  It was $3.50. It's not like I was asking for some special VIP treatment or asking for my meal to be comped.
4.  To end my dinner, there was a cricket crawling on the wall behind me.  That killed my appetite.  Also the place looked like a dump.  The ceiling looked like it had water damage.  The whole place was trashy looking.  

In conclusion, the food wasn't good, customer service was horrible, and the place is a dump -both inside and out.
EFF this place!!!!",review,3,n7zK9RgfPv2uAOyCljG6hQ
5096,6HYAWv1hVAt-lQ6RPtjldw,3,2008-04-28,4,UQIx86deV58_CNdWs-RNYA,1,"This review is not a review of the store but of AT&T wireless service in general.  AT&T is the worst wireless service I've ever had.  I have more dropped calls and less bars in more places than any other carrier I've had, and I've had Verizon, T-Mobile (the best) and now AT&T.

I would have never switched service if I didn't have to in order to get my iPhone.  And for the record ... the iPhone is the best object I've EVER owned.  I recommend you avoid AT&T wireless at all costs (unless you want the best phone in the world, only then is it worth it).",review,3,A_O8wZOsMTPwyeYA4-Rsow
5097,6HYAWv1hVAt-lQ6RPtjldw,1,2010-01-04,1,TNZimhFUtERTEn_9slZsqA,1,"I am giving up on AT&T/Singular.  As long as I stayed with the cheapest cell phone I think known to man, they worked fine for me?  Three phones and a few years later I am giving up.  l am a caregiver for a lady who is older.  I can't tell you how many times she and other people have told me they can't get through to me when I haven't left the city limits.  If I am going to have a stupid cell phone-I could live with out it, I'd like to get at least 60% of my calls.  Verizion is always rated the highest in virtually every study I read.  It is also the most expensive which I can deal with if I can get my calls.  I can keep my same number and get better service-I Hope, I hope, I hope.",review,0,4sIK_74UwkKU9YQXIfgCdg
5098,6HYAWv1hVAt-lQ6RPtjldw,0,2010-04-07,1,6aOS65l32U8Ibyx6Iz6u-Q,1,"Another review of AT&T wireless....not the store.  This may be a record; they lasted less than 2 hrs for me!  After 12 years w/Verizon I decided to leave so I could get an iPhone.  GIANT mistake.  I called to activate my phone, and was told the activation dept. is CLOSED.  I called customer service, and got it connected.  But then I called Mom and she asked why I was calling from her cell phone number?  They got the numbers attached to the WRONG PHONES.  So I called customer service back, and THEY WERE CLOSED.  It was 7pm here.  I dont care what time it was on the east coast...if their customer service dept (and tech support) cant be open when i need them, then i dont need them.  I'm going back to Verizon and im never leaving again!",review,1,Gz6a5ATa6Sg0QlfiCHPcZg
5099,6HYAWv1hVAt-lQ6RPtjldw,0,2011-08-25,0,EClJgbgymC9vvg0ESJaC3Q,1,"AWFUL AWFUL cellular service in AZ. I mjust switched from T mobile to At &T and BOT was that a stupid move. They are most unhelpful - I have dealt with them in the store, Customer service via phone and chat online and no one will help.... lousy phones lousy service. I have no texts for hours. I mget messages after a 2 hour to 24 hour delay. Ridicu;ous. If it is was not for IPHONE thises people would not be in buisness",review,1,be4sQETBHHzqdM_qc6mDlA
5104,CgHAyABNgzVYOv0-IjZ7yA,0,2012-06-05,0,0QhHcZIdxzbFHv6XA1kR4Q,1,not good place,review,1,YqDAITNHal4N1R-5pRjuyA
5115,-lOSaCuBRAvX5JBifx-EMw,2,2008-06-17,5,j2PJ63Q83qf75PNIUZHg0A,1,"I was so proud of myself for finally getting around to cashing in the $5 coupon I received for running the 10K Turkey Trot last Thanksgiving, which Mi Amigo's sponsors, and I gotta tell ya, I really, really wish I hadn't. Bad food, worse service. The waitress was hot, though. Rude, but hot.

I ordered the Shrimp & Scallop Enchiladas, which basically consisted of a couple stale tortillas covered with runny cheese, topped off with half a dozen miniature shrimps and scallops. Oh, and a small pile of cold beans and white (white, really?) rice. My date actually grimaced when they brought out the food - grimaced! - and said, ""You're not really going to eat that, are you?""

We were in a drinking mood and surely would have spent good money doing it, but after she brought the food, we never saw the hot waitress again - Ever! - and I actually had to get up and ask another, much less attractive waitress for the bill.

Here's the best part - they took my $5 coupon but didn't apply it to the bill. A-holes.",review,5,zHH2Iz49wCZYYDLBTv0YOg
5136,-lOSaCuBRAvX5JBifx-EMw,1,2010-08-29,2,xnJ4KPZL4K80IrBCIBj1XA,1,"went there for a working lunch with the marketing department. ordered a salad. started eating, it was okay- tasted like a crappy hooters chicken salad. THEN I NOTICED... a small pearly yellow orange bean looking thing in the salad. i poked it with my fork and then lifted it to my nose to smell it. IT WAS A CHEWED UP PEACH JELLY BELLY JELLYBEAN! IN MY SALAD! i was disgusted. told the waiter, showed it to him and he LAUGHED, as if that was a funny joke between buddies. 

can you picture the fat lady in the back mixing up my salad and a chewed up jellybean from her bag falls into my plate and she just keeps going or doesn't notice?!?! i had to actually request that the salad be taken off of my bill - they were still going to charge me for it.

they offered nothing else, no manager came over to talk to me, nothing... as if it was just another customer complaint. lol NEVER GOING BACK THERE!",review,1,rWFCaDU05dUelPe8gFtJvg
5140,-lOSaCuBRAvX5JBifx-EMw,0,2010-10-17,1,x4dNxfAdimydogZqpw6iNQ,1,"Went to the movie early Saturday evening, but ate beforehand. I wish I had waited to eat at the theatre concession stand. I know I would have gotten tastier food for the money. I ordered the Carne Asada...it was bland  and as tough as shoe leather. I told the waitress and she said, ""oh, ok"". I foolishly expected a manager to approach the table, but that didn't happen. When she brought the bill, I had been charged $14, essentially for rice and refried beans because the carne asada was barely touched. I also drank 2 margaritas during their happy hour...didn't even catch a buzz and I am a lightweight when it comes to alcohol. I did get heartburn, though. My first trip to this place will be my last! Why didn't I check Yelp first????",review,1,bzLumnPQr10SzgofANJBow
5153,-lOSaCuBRAvX5JBifx-EMw,0,2011-10-12,0,0SiIRzoz_E3Q81fpMmGW8A,1,"So this first experience started off with a huge cockroach in the bathroom. Almost couldn't even sit down to go. (yuck) ok on to the rest. The chips and salsa were good with a little bit of spice. The Numero 15 is a cheese enchilada with a chicken taco rice and beans. The only flavor at this restaurant was in the salsa. It was so bland. I don't know that it was worth the $3 parking validation we came for. My friend and I love Mexican so we picked it on our way elsewhere, my suggestion go elsewhere.",review,1,kG0XNpPjIihErYXINk7OYA
5154,-lOSaCuBRAvX5JBifx-EMw,0,2011-11-14,1,JnB9Wxmxhicy2lv07xhkeg,1,"This may be the worst Mexican food I have ever tasted... I was starving and couldn't even finish it.  I got the sampler so I tasted everything, nothing was good:( so sad because they were nice.",review,0,7W8hC9Mmwh_hCTHCDl-SsQ
5160,-lOSaCuBRAvX5JBifx-EMw,0,2012-09-05,0,FsdmyC-f0tHsgt1wNhEbtg,1,"This place is an embarrassment to mexican restaurants. The food here is terrible! Here's what we ordered:
Combo taco/enchilada / oily taco, diarrhea enchilada 
Green chilie burrito / the tortilla was plastic and the filling was gross.
Taco salad / bunch of stuff with zero taste. Should have grazed in the planter.
The beans and rice? Really? They couldn't even get that right. Under cooked bland rice and under cooked beans.
This place sux!
Beer is good.",review,1,9a6ncXGd5fFQjp1AU4ZMZA
5163,-lOSaCuBRAvX5JBifx-EMw,0,2012-12-17,1,Z8CSuXrX7jiqvpR77FK-Sg,1,"Heading to catch a flick at The Arizona Center. Decided to checked out Mi Amigo's. To start with, it took about 5 minutes before anyone bother to talk to us. Once we did get to order, we opted to share the tortilla soup and the chicken fajitas. The tortilla soup was really bad. It tasted like a mix of chili powder and salt. We ended up sending it back. The chicken fajitas were actually ok, but not great. 

The real downer was the service. Waitstaff appeared to be fairly apathetic about the place. Limited interested in actually taking our order, bringing out food, etc..

Overall, there are much better choices. You should look elsewhere if you are hungry for Mexican food.",review,0,5_JuHOYNL3skhzxZzPESSQ
5167,-lOSaCuBRAvX5JBifx-EMw,0,2013-05-04,0,EgT_iERHp2VQfsWi0yautQ,1,"Horrible and fake! This is by far the WORST Mexican food that I have ever experienced.
At first glance I was disappointed by the menu, then the chips and salsa came. Chips, bland but texturally good. Salsa, canned, fake and simply unacceptable. This is the point where I should have ran for the exit.
I reluctantly ordered an asada taco only to be asked ""you mean a steak taco?"" My second cue to run for the door. 
Then the food came. The beans are either freeze dried or frozen and oddly nutty. I perceive this at their very poor attempt to shine up a ball of fecal matter. The rice, meh, but edible. The asada or ""steak"" at this MEXICAN restaurant, a saucy mess.
I'll spare you all the rest of this mess of a meal. 
Oh, my official Tip for this restaurant:
If you must eat here, come for happy hour, have 8-10 of their margaritas then order something. Hopefully by this time you'll be too inebriated to know what you're eating.",review,2,MfZiJL4OQhz-sUPkynMfRA
5168,-lOSaCuBRAvX5JBifx-EMw,0,2013-05-16,0,O-ExsBPU6thv2_AWPQj-hQ,1,"One of the most disgusting restaurants I've ever eaten at. I was on a business trip in Phoenix on decided to stop in for some Mexican food. The place was bad news from the very beginning.

The hostess was super unfriendly and looked as if she couldn't wait to get home. When I sat down at the table, a couple of bugs fell onto the table from the lamp shade overhead-- I should have gotten up then.

The chips were greasy, margaritas straight sugar w/ very little liquor and the enchiladas bland as can be. In addition to this, I got food poisoning and was up all night running to the bathroom.

You couldn't pay me to go back to this restaurant. It should be closed down immediately for its lack of cleanliness and poorly prepared food.",review,0,VleK6c8SRhG0N4iQN7LG5g
5176,-lOSaCuBRAvX5JBifx-EMw,0,2013-08-15,0,LOCscq0eExIMrLuSjOFnGA,1,"This place needs to get their act together. We went there before the D'backs game. They were understaffed and you can hear people complaining about the service but we stayed anyway. The young man that took our order I don't think was even a server. He got every one of our orders wrong. Everything went back. I went to the restroom and I heard a server say to the bartender that they have never been so busy on a Saturday. What? This was 4:30 in the afternoon! Once we got our food nobody came by and asked how was everything. We needed our water refilled and I actually had to track down someone to get the refill. They offered us free fried ice cream for the inconvenience and we politely declined! Ugh! What mess this place is! Stay away, stay far away from this place!",review,0,wxNDE_AjNqzR-wP3qek59w
5185,-lOSaCuBRAvX5JBifx-EMw,0,2013-12-31,0,ykkakIgLRiagfZSNn84RKA,1,"Staying as airline crew at the Sheraton hotel across the street, I asked the front desk person to recommend me a good Mexican restaurant.  He recommended the ""Canyon Café"" which is in the same exact mall/movie complex as this place, ""Mi Amigo's "" .  I reviewed the Canyon Café's menu and didn't care for it since it's more of a Fusion restaurant, not real Mexican food.  I told the hostess that I wanted more authentic food and she told me to try ""Mi Amigo's"" . I walked 100 feet to this place.  I have to say the server was a sweetheart...very friendly, welcoming - THAT's the ONLY thing I liked about this place, aside from the Cadillac Margarita for $5.75.  I ordered the tortilla soup.  OKish; free chips and salsa - the chips were awesome, the salsa mediocre.  The worst disappointment was my main course - I ordered the Red Beef Tamales.  These are the worst tamales that I remember eating.  I can make them better myself at home!! And I am an awful cook!  I was joined by one of our flight attendants and he joined me at my table.  He pretty much reached the same concensus as I.  Sorry, but I really, really was looking forward to a nice, hot tasty Mexican meal.  I was in Arizona for crying out loud, not in North Dakota or Maine, where Mexican food may not be as widespread.   PLEASE get your menu and most importantly your ingredients in order!  My colleagues at my airline stay across the street at the Sheraton and would appreciate a nice Mexican meal on our work trips.   Thanks !!",review,1,EoVI1YX4tkKDGVLSwdH41g
5194,-lOSaCuBRAvX5JBifx-EMw,0,2014-06-25,0,0ZtTcg-e0914uKl0RQ9Nug,1,"Visited this place right after checking in to the hotel right across the street for a conference. I was STARVING! A co-worker and I love Mexican food, so we decided to give this place a shot. We were greeted by a hostess, showed to our table, and not long after, the waitress came and got our drink and food order. We had to ask twice for chips and salsa. Salsa was a bit chunky...more like pico, and I don't care for chunks of tomato, so that turned me off. I ordered the chicken deep fried tacos. I really wasn't impressed. No flavor. The tortilla wasn't crispy enough. Not a good meat to veggie to tortilla ratio. Rice and beans were good though. Our flight had been delayed and it was pretty late, so when we were ready for our check, our waitress was no where to be found. I'm not sure that I'll ever try this place again if I'm ever back this way...",review,0,iaT-cPPhBB46VfWW8KJBBw
5212,XI-_Y2XRw03mozGx0Z90Gw,0,2012-01-17,1,AmxEbGEil6skziZHbhiwZA,1,"I am only giving -THIS- location a 1 star because of their horrible early hours!! They close like at 7 pm during the week, & they already closed at 3 pm on Sunday! ...I was pissed! The new Chipotle a block away at City scape is open til 10 pm daily! ...So there! What is it with everything closing sooo damn early in Phoenix! This is such an early city! Some eating places even close at 2:30 pm, like The Good Egg & First Watch... They wouldn't DARE close that early in LA because they would lose a lot of profit!  (...I am from LA).",review,0,_p9EnnLQg6KDlIRU2fYEJA
5214,XI-_Y2XRw03mozGx0Z90Gw,0,2012-04-16,0,xz6c0ilodHKufXjgkQkWNA,1,"AVOID AT ALL COSTS.

Baja Fresh is a poor man's chipotle, but that's an insult to poor men everywhere.

First off, I think everyone in Phoenix is missing the gene where they actually listen to directions.  When you order something, you shouldn't get ANOTHER.  Totally got that, it ruined the start of my vacation and it made me sick the entire time I was in Phoenix.  Ironically, I never stepped into a Baja before, but I learned my lesson to eat dirt rather than eat here.

I ordered a burrito bowl (I think it's called ""bare"" burrito), and I asked for whatever the hell it was, and you have to special order steak or chicken.  I said neither but Iwanted guac.  No problem they told me.  I hate chicken and I got it anyway.  I didn't know until I got back to my conference.  Note to self: they fuck you in the drive-thru.

Anyway, it wasn't even that GOOD.  And it made me sick.  Did I mention that?  I don't totally blame Baja though.  Chipotle did its part in pissing me off for the whole trip.  Baja unfortunately just fell out of my butt hours later.",review,0,b1k4tWoA_ISD7wqu82l8rA
5217,XI-_Y2XRw03mozGx0Z90Gw,0,2012-10-15,0,SoqrgPdz6rWC38Xzf7CUDA,1,"We like baja Fresh, but this particular location gets 1 Star, due to their crazy unstable hours of being open!  They seem to close whenever they want! If it's not busy, they'll just close! ...esp, on the weekends!, they will close like at 2 PM!!!...I feel this is so stupid, considering that the Light Rail is literally right at their front door & people are getting off it like every 10 mins, so they are just losing money, & with all of the Theatre & Sports Events,...they are totally forgetting all of that, too.   Chipotle is just a few blocks away at Cityscape & they are open til 10 pm,,,,every single night, period!  ...Just go there instead.",review,0,_p9EnnLQg6KDlIRU2fYEJA
